Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
"Dr. Pepper, 30 fl oz",936g,0g,99g,0g,97g,0g,110mg,0mg,370,0g,0g
"Dr. Pepper, 40 fl oz",1248g,0g,132g,0g,130g,0g,150mg,0mg,490,0g,0g
"Gold Peak Classic Blend Iced Tea, 16 fl oz",454g,0g,1g,0g,0g,0g,15mg,0mg,5,0g,0g
"Gold Peak Classic Blend Iced Tea, 20 fl oz",567g,0g,2g,0g,0g,0g,15mg,0mg,5,0g,0g
"Gold Peak Classic Blend Iced Tea, 30 fl oz",907g,0g,3g,0g,0g,0g,25mg,0mg,10,0g,0g
"Gold Peak Classic Blend Iced Tea, 40 fl oz",1191g,0g,3g,0g,0g,0g,35mg,0mg,10,0g,0g
"Iced Coffee, Caramel, 16 fl oz",264g,6g,26g,2g,23g,0g,45mg,15mg,160,4g,0g
"Iced Coffee, Caramel, 24 fl oz",440g,10g,42g,4g,37g,0g,80mg,25mg,270,7g,0g
"Iced Coffee, Mocha, 16 fl oz",270g,6g,32g,3g,30g,1g,85mg,15mg,190,4g,0g
"Iced Coffee, Mocha, 24 fl oz",454g,11g,55g,5g,50g,1g,140mg,25mg,320,7g,0g
"Iced Coffee, Original, 16 fl oz",295g,9g,21g,3g,17g,0g,70mg,25mg,180,6g,0g
"Iced Coffee, Original, 24 fl oz",445g,14g,32g,5g,26g,0g,105mg,35mg,270,9g,0g
"Iced Tea, Mango Flavored, 24 fl oz",344g,0g,21g,0g,19g,0g,15mg,0mg,80,0g,0g
"Iced Tea, Peach Flavored, 24 fl oz",344g,0g,20g,0g,18g,0g,10mg,0mg,80,0g,0g
"Iced Tea, Raspberry Flavored, 24 fl oz",344g,0g,21g,0g,19g,0g,15mg,0mg,80,0g,0g
"Milk, Low Fat",214g,2g,12g,9g,12g,0g,130mg,10mg,110,1.5g,0g
"Barq's Root Beer with/without Vanilla, 16 fl oz",495g,0g,60g,0g,60g,0g,50mg,0mg,220,0g,0g
"Barq's Root Beer with/without Vanilla, 20 fl oz",619g,0g,75g,0g,75g,0g,60mg,0mg,280,0g,0g
"Barq's Root Beer with/without Vanilla, 30 fl oz",928g,0g,112g,0g,112g,0g,90mg,0mg,420,0g,0g
"Barq's Root Beer with/without Vanilla, 40 fl oz",1237g,0g,150g,0g,150g,0g,120mg,0mg,550,0g,0g
"Caffeine Free Diet Coke with/without Flavors, 16 fl oz",472g,0g,0g,0g,0g,0g,50mg,0mg,5,0g,0g
"Caffeine Free Diet Coke with/without Flavors, 20 fl oz",590g,0g,0g,0g,0g,0g,65mg,0mg,10,0g,0g
"Caffeine Free Diet Coke with/without Flavors, 30 fl oz",885g,0g,0g,0g,0g,0g,95mg,0mg,10,0g,0g
"Caffeine Free Diet Coke with/without Flavors, 40 fl oz",1181g,0g,1g,0g,0g,0g,125mg,0mg,15,0g,0g
"Coke with/without Cherry, Lemon, Lime, Orange, Raspberry, Vanilla or Cherry Vanilla, 16 fl oz",494g,0g,56g,0g,56g,0g,50mg,0mg,210,0g,0g
"Coke with/without Cherry, Lemon, Lime, Orange, Raspberry, Vanilla or Cherry Vanilla, 20 fl oz",617g,0g,70g,0g,70g,0g,60mg,0mg,260,0g,0g
"Coke with/without Cherry, Lemon, Lime, Orange, Raspberry, Vanilla or Cherry Vanilla, 30 fl oz",925g,0g,105g,0g,105g,0g,90mg,0mg,390,0g,0g
"Coke with/without Cherry, Lemon, Lime, Orange, Raspberry, Vanilla or Cherry Vanilla, 40 fl oz",1234g,0g,139g,0g,139g,0g,120mg,0mg,520,0g,0g
"Coke Zero with/without Orange, Cherry, Raspberry, Lemon, Lime, Vanilla or Cherry Vanilla, 16 fl oz",472g,0g,0g,0g,0g,0g,50mg,0mg,5,0g,0g
"Coke Zero with/without Orange, Cherry, Raspberry, Lemon, Lime, Vanilla or Cherry Vanilla, 20 fl oz",590g,0g,0g,0g,0g,0g,65mg,0mg,5,0g,0g
"Coke Zero with/without Orange, Cherry, Raspberry, Lemon, Lime, Vanilla or Cherry Vanilla, 30 fl oz",885g,0g,0g,0g,0g,0g,95mg,0mg,10,0g,0g
"Coke Zero with/without Orange, Cherry, Raspberry, Lemon, Lime, Vanilla or Cherry Vanilla, 40 fl oz",1181g,0g,0g,0g,0g,0g,125mg,0mg,15,0g,0g
"Dasani Sparkling Seltzer Water with/without Lemon Lime, 16 fl oz",473g,0g,0g,0g,0g,0g,50mg,0mg,0,0g,0g
"Dasani Sparkling Seltzer Water with/without Lemon Lime, 20 fl oz",591g,0g,0g,0g,0g,0g,60mg,0mg,5,0g,0g
"Dasani Sparkling Seltzer Water with/without Lemon Lime, 30 fl oz",887g,0g,0g,0g,0g,0g,90mg,0mg,10,0g,0g
"Dasani Sparkling Seltzer Water with/without Lemon Lime, 40 fl oz",1183g,0g,0g,0g,0g,0g,120mg,0mg,10,0g,0g
"Dasani with Cherry, Grape, Lemon, Lime, Orange, Peach, Raspberry or Strawberry, 16 fl oz",472g,0g,1g,0g,0g,0g,50mg,0mg,0,0g,0g
"Dasani with Cherry, Grape, Lemon, Lime, Orange, Peach, Raspberry or Strawberry, 20 fl oz",590g,0g,1g,0g,0g,0g,65mg,0mg,0,0g,0g
"Dasani with Cherry, Grape, Lemon, Lime, Orange, Peach, Raspberry or Strawberry, 30 fl oz",885g,0g,1g,0g,0g,0g,95mg,5mg,5,0g,0g
"Dasani with Cherry, Grape, Lemon, Lime, Orange, Peach, Raspberry or Strawberry, 40 fl oz",1181g,0g,2g,0g,0g,0g,130mg,5mg,10,0g,0g
"Diet Barq's Root Beer with/without Vanilla, 16 fl oz",472g,0g,0g,0g,0g,0g,55mg,0mg,0,0g,0g
"Diet Barq's Root Beer with/without Vanilla, 20 fl oz",590g,0g,0g,0g,0g,0g,65mg,0mg,0,0g,0g
"Diet Barq's Root Beer with/without Vanilla, 30 fl oz",885g,0g,0g,0g,0g,0g,100mg,0mg,5,0g,0g
"Diet Barq's Root Beer with/without Vanilla, 40 fl oz",1181g,0g,1g,0g,0g,0g,130mg,0mg,10,0g,0g
"Diet Coke with/without Orange, Cherry, Raspberry, Lemon, Lime, Vanilla or Cherry Vanilla, 16 fl oz",472g,0g,0g,0g,0g,0g,50mg,0mg,5,0g,0g
"Diet Coke with/without Orange, Cherry, Raspberry, Lemon, Lime, Vanilla or Cherry Vanilla, 20 fl oz",590g,0g,0g,0g,0g,0g,65mg,0mg,10,0g,0g
"Diet Coke with/without Orange, Cherry, Raspberry, Lemon, Lime, Vanilla or Cherry Vanilla, 30 fl oz",885g,0g,0g,0g,0g,0g,95mg,0mg,10,0g,0g
"Diet Coke with/without Orange, Cherry, Raspberry, Lemon, Lime, Vanilla or Cherry Vanilla, 40 fl oz",1181g,0g,1g,0g,0g,0g,125mg,0mg,15,0g,0g
"Diet Seagram's Ginger Ale with/without Cherry, Lime, Orange, Raspberry or Vanilla, 16 fl oz",472g,0g,1g,0g,0g,0g,50mg,0mg,10,0g,0g
"Diet Seagram's Ginger Ale with/without Cherry, Lime, Orange, Raspberry or Vanilla, 20 fl oz",590g,0g,1g,0g,0g,0g,60mg,0mg,10,0g,0g
"Diet Seagram's Ginger Ale with/without Cherry, Lime, Orange, Raspberry or Vanilla, 30 fl oz",885g,0g,1g,0g,0g,0g,95mg,0mg,20,0g,0g
"Diet Seagram's Ginger Ale with/without Cherry, Lime, Orange, Raspberry or Vanilla, 40 fl oz",1181g,0g,2g,0g,0g,0g,125mg,0mg,25,0g,0g
"Fanta Cherry, Fruit Punch, Grape, Lime, Orange, Peach, Raspberry or Strawberry, 16 fl oz",495g,0g,59g,0g,59g,0g,55mg,0mg,220,0g,0g
"Fanta Cherry, Fruit Punch, Grape, Lime, Orange, Peach, Raspberry or Strawberry, 20 fl oz",619g,0g,74g,0g,74g,0g,70mg,0mg,270,0g,0g
"Fanta Cherry, Fruit Punch, Grape, Lime, Orange, Peach, Raspberry or Strawberry, 30 fl oz",928g,0g,111g,0g,111g,0g,105mg,0mg,410,0g,0g
"Fanta Cherry, Fruit Punch, Grape, Lime, Orange, Peach, Raspberry or Strawberry, 40 fl oz",1237g,0g,149g,0g,148g,0g,140mg,0mg,550,0g,0g
"Fanta Zero Cherry, Fruit Punch, Grape, Lime, Orange, Peach, Raspberry or Strawberry, 16 fl oz",472g,0g,1g,0g,0g,0g,60mg,0mg,10,0g,0g
"Fanta Zero Cherry, Fruit Punch, Grape, Lime, Orange, Peach, Raspberry or Strawberry, 20 fl oz",590g,0g,1g,0g,0g,0g,70mg,0mg,10,0g,0g
"Fanta Zero Cherry, Fruit Punch, Grape, Lime, Orange, Peach, Raspberry or Strawberry, 30 fl oz",885g,0g,1g,0g,0g,0g,110mg,0mg,15,0g,0g
"Fanta Zero Cherry, Fruit Punch, Grape, Lime, Orange, Peach, Raspberry or Strawberry, 40 fl oz",1181g,0g,2g,0g,0g,0g,140mg,0mg,25,0g,0g
"Fruitwater Fizzy, Any Flavor, 16 fl oz",472g,0g,1g,0g,0g,0g,50mg,0mg,10,0g,0g
"Fruitwater Fizzy, Any Flavor, 20 fl oz",590g,0g,1g,0g,0g,0g,60mg,0mg,15,0g,0g
"Fruitwater Fizzy, Any Flavor, 30 fl oz",885g,0g,1g,0g,0g,0g,95mg,0mg,20,0g,0g
"Fruitwater Fizzy, Any Flavor, 40 fl oz",1181g,0g,2g,0g,0g,0g,125mg,0mg,25,0g,0g
"Hi-C Any Flavor, 16 fl oz",496g,0g,61g,0g,61g,0g,55mg,0mg,240,0g,0g
"Hi-C Any Flavor, 20 fl oz",620g,0g,76g,0g,76g,0g,70mg,0mg,300,0g,0g
"Hi-C Any Flavor, 30 fl oz",930g,0g,114g,0g,113g,0g,105mg,0mg,450,0g,0g
"Hi-C Any Flavor, 40 fl oz",1240g,0g,151g,0g,151g,0g,140mg,0mg,600,0g,0g
"Mello Yello with/without Flavors, 16 fl oz",490g,0g,46g,0g,46g,0g,50mg,0mg,170,0g,0g
"Mello Yello with/without Flavors, 20 fl oz",613g,0g,57g,0g,57g,0g,65mg,0mg,210,0g,0g
"Mello Yello with/without Flavors, 40 fl oz",1226g,0g,114g,0g,114g,0g,130mg,0mg,430,0g,0g
"Mello Yello with/withouttFlavors, 30 fl oz",919g,0g,86g,0g,86g,0g,95mg,0mg,320,0g,0g
"Mello Yello Zero with/without Flavors, 16 fl oz",472g,0g,1g,0g,0g,0g,55mg,0mg,5,0g,0g
"Mello Yello Zero with/without Flavors, 20 fl oz",590g,0g,1g,0g,0g,0g,70mg,0mg,10,0g,0g
"Mello Yello Zero with/without Flavors, 30 fl oz",885g,0g,1g,0g,0g,0g,105mg,0mg,10,0g,0g
"Mello Yello Zero with/without Flavors, 40 fl oz",1181g,0g,2g,0g,0g,0g,135mg,0mg,15,0g,0g
"Minute Maid Lemonade with/without Lime, Orange, Peach, Raspberry or Strawberry, 16 fl oz",494g,0g,56g,0g,56g,0g,95mg,0mg,220,0g,0g
"Minute Maid Lemonade with/without Lime, Orange, Peach, Raspberry or Strawberry, 20 fl oz",618g,0g,70g,0g,70g,0g,120mg,0mg,270,0g,0g
"Minute Maid Lemonade with/without Lime, Orange, Peach, Raspberry or Strawberry, 30 fl oz",927g,0g,105g,0g,104g,0g,180mg,0mg,410,0g,0g
"Minute Maid Lemonade with/without Lime, Orange, Peach, Raspberry or Strawberry, 40 fl oz",1236g,0g,139g,0g,139g,0g,240mg,0mg,550,0g,0g
"Minute Maid Light Lemonade with/without Lime, Orange, Peach, Raspberry or Strawberry, 16 fl oz",473g,0g,3g,0g,0g,0g,100mg,0mg,15,0g,0g
"Minute Maid Light Lemonade with/without Lime, Orange, Peach, Raspberry or Strawberry, 20 fl oz",591g,0g,3g,0g,0g,0g,125mg,0mg,20,0g,0g
"Minute Maid Light Lemonade with/without Lime, Orange, Peach, Raspberry or Strawberry, 30 fl oz",887g,0g,5g,0g,0g,0g,190mg,0mg,30,0g,0g
"Minute Maid Light Lemonade with/without Lime, Orange, Peach, Raspberry or Strawberry, 40 fl oz",1183g,0g,6g,0g,0g,0g,250mg,0mg,40,0g,0g
"Minute Maid Light Pink Lemonade, 16 fl oz",473g,0g,3g,0g,0g,0g,95mg,0mg,10,0g,0g
"Minute Maid Light Pink Lemonade, 20 fl oz",591g,0g,3g,0g,0g,0g,120mg,0mg,15,0g,0g
"Minute Maid Light Pink Lemonade, 30 fl oz",887g,0g,5g,0g,0g,0g,180mg,0mg,20,0g,0g
"Minute Maid Light Pink Lemonade, 40 fl oz",1183g,0g,6g,0g,0g,0g,240mg,0mg,30,0g,0g
"Minute Maid Pink Lemonade, 16 fl oz",494g,0g,56g,0g,56g,0g,95mg,0mg,210,0g,0g
"Minute Maid Pink Lemonade, 20 fl oz",618g,0g,70g,0g,70g,0g,115mg,0mg,270,0g,0g
"Minute Maid Pink Lemonade, 30 fl oz",927g,0g,105g,0g,104g,0g,170mg,0mg,400,0g,0g
"Minute Maid Pink Lemonade, 40 fl oz",1236g,0g,139g,0g,139g,0g,230mg,0mg,540,0g,0g
"POWERade Cherry, Fruit Punch, Grape, Lemon, Lime, Orange, Raspberry or Strawberry, 16 fl oz",485g,0g,34g,0g,34g,0g,150mg,0mg,130,0g,0g
"POWERade Cherry, Fruit Punch, Grape, Lemon, Lime, Orange, Raspberry or Strawberry, 20 fl oz",607g,0g,42g,0g,42g,0g,190mg,0mg,160,0g,0g
"POWERade Cherry, Fruit Punch, Grape, Lemon, Lime, Orange, Raspberry or Strawberry, 30 fl oz",910g,0g,63g,0g,63g,0g,290mg,0mg,250,0g,0g
"POWERade Cherry, Fruit Punch, Grape, Lemon, Lime, Orange, Raspberry or Strawberry, 40 fl oz",1214g,0g,84g,0g,84g,0g,390mg,0mg,330,0g,0g
"POWERade Zero Cherry, Fruit Punch, Grape, Lemon, Lime, Orange, Raspberry or Strawberry, 16 fl oz",473g,0g,1g,0g,0g,0g,150mg,0mg,10,0g,0g
"POWERade Zero Cherry, Fruit Punch, Grape, Lemon, Lime, Orange, Raspberry or Strawberry, 20 fl oz",591g,0g,2g,0g,0g,0g,190mg,0mg,10,0g,0g
"POWERade Zero Cherry, Fruit Punch, Grape, Lemon, Lime, Orange, Raspberry or Strawberry, 30 fl oz",886g,0g,2g,0g,0g,0g,290mg,0mg,15,0g,0g
"POWERade Zero Cherry, Fruit Punch, Grape, Lemon, Lime, Orange, Raspberry or Strawberry, 40 fl oz",1182g,0g,3g,0g,0g,0g,390mg,0mg,20,0g,0g
"Seagram's Ginger Ale with/without Cherry, Lime, Orange, Raspberry or Vanilla, 16 fl oz",485g,0g,35g,0g,35g,0g,45mg,0mg,130,0g,0g
"Seagram's Ginger Ale with/without Cherry, Lime, Orange, Raspberry or Vanilla, 20 fl oz",607g,0g,43g,0g,43g,0g,60mg,0mg,170,0g,0g
"Seagram's Ginger Ale with/without Cherry, Lime, Orange, Raspberry or Vanilla, 30 fl oz",910g,0g,65g,0g,65g,0g,95mg,0mg,250,0g,0g
"Seagram's Ginger Ale with/without Cherry, Lime, Orange, Raspberry or Vanilla, 40 fl oz",1214g,0g,87g,0g,86g,0g,125mg,0mg,340,0g,0g
"Sprite with/without Cherry, Grape, Orange, Peach, Raspberry, Strawberry or Vanilla, 16 fl oz",492g,0g,51g,0g,51g,0g,55mg,0mg,200,0g,0g
"Sprite with/without Cherry, Grape, Orange, Peach, Raspberry, Strawberry or Vanilla, 20 fl oz",615g,0g,64g,0g,64g,0g,65mg,0mg,250,0g,0g
"Sprite with/without Cherry, Grape, Orange, Peach, Raspberry, Strawberry or Vanilla, 30 fl oz",923g,0g,97g,0g,96g,0g,100mg,0mg,370,0g,0g
"Sprite with/without Cherry, Grape, Orange, Peach, Raspberry, Strawberry or Vanilla, 40 fl oz",1230g,0g,129g,0g,129g,0g,130mg,0mg,490,0g,0g
"Sprite Zero with/without Cherry, Grape, Orange, Peach, Raspberry, Strawberry or Vanilla, 16 fl oz",472g,0g,1g,0g,0g,0g,55mg,0mg,10,0g,0g
"Sprite Zero with/without Cherry, Grape, Orange, Peach, Raspberry, Strawberry or Vanilla, 20 fl oz",590g,0g,1g,0g,0g,0g,70mg,0mg,15,0g,0g
"Sprite Zero with/without Cherry, Grape, Orange, Peach, Raspberry, Strawberry or Vanilla, 30 fl oz",885g,0g,1g,0g,0g,0g,105mg,0mg,20,0g,0g
"Sprite Zero with/without Cherry, Grape, Orange, Peach, Raspberry, Strawberry or Vanilla, 40 fl oz",1181g,0g,2g,0g,0g,0g,140mg,0mg,30,0g,0g
