Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Carbs Metric,Cholesterol Metric,Fat Metric,Sodium Metric,Protein Metric,Price
Mozzarella Sticks (6),206.0,35.0,56.0,29.0,4.0,3.0,2110.0,55.0,650.0,14.0,1.0,0.5743589743589743,0.5641025641025642,1.3986013986013988,2.7051282051282053,0.29743589743589743,$4.69
Potato Cakes (3),150.0,21.0,35.0,3.0,0.0,4.0,650.0,0.0,370.0,3.0,0.0,0.6306306306306307,0.0,1.4742014742014742,1.4639639639639639,0.054054054054054064,$1.99
Potato Cakes (4),200.0,28.0,46.0,4.0,0.0,5.0,860.0,0.0,490.0,4.5,0.0,0.6258503401360545,0.0,1.4842300556586268,1.4625850340136055,0.054421768707483,$1.49
Steakhouse Onion Rings (5),132.0,21.0,52.0,6.0,4.0,3.0,1740.0,0.0,420.0,3.0,0.0,0.8253968253968255,0.0,1.2987012987012987,3.452380952380953,0.09523809523809523,$2.29
Apple Turnover,128.0,18.0,65.0,4.0,39.0,2.0,210.0,0.0,430.0,9.0,0.0,1.007751937984496,0.0,1.0872848082150408,0.4069767441860465,0.062015503875968984,0
Cherry Turnover,128.0,13.0,65.0,4.0,40.0,2.0,200.0,0.0,390.0,6.0,0.0,1.1111111111111112,0.0,0.8658008658008658,0.4273504273504273,0.06837606837606837,0
"Jamocha Handcrafted Shake, Large",758.0,30.0,156.0,23.0,141.0,1.0,700.0,95.0,950.0,19.0,0.5,1.0947368421052632,0.6666666666666667,0.8202323991797676,0.6140350877192983,0.16140350877192985,0
"Jamocha Handcrafted Shake, Medium",587.0,23.0,124.0,18.0,112.0,1.0,550.0,75.0,750.0,15.0,0.5,1.1022222222222222,0.6666666666666667,0.7965367965367964,0.6111111111111109,0.16,0
"Jamocha Handcrafted Shake, Small",413.0,17.0,87.0,13.0,79.0,1.0,380.0,55.0,540.0,11.0,0.0,1.0740740740740742,0.6790123456790124,0.8177008177008176,0.5864197530864198,0.16049382716049385,0
"Jamocha Handcrafted Shake, Snack",255.0,8.0,55.0,8.0,50.0,0.0,240.0,25.0,310.0,5.0,0.0,1.1827956989247312,0.5376344086021505,0.6702974444909928,0.6451612903225806,0.1720430107526882,0
Salted Caramel & Chocolate Cookie,94.0,18.0,63.0,4.0,33.0,1.0,360.0,30.0,430.0,10.0,0.0,0.9767441860465116,0.4651162790697674,1.0872848082150408,0.6976744186046512,0.062015503875968984,0
Triple Chocolate Cookie,95.0,21.0,60.0,5.0,31.0,2.0,370.0,40.0,450.0,13.0,0.0,0.8888888888888891,0.5925925925925927,1.2121212121212122,0.6851851851851852,0.07407407407407407,$1.39
"Ultimate Chocolate Shake, Large",758.0,31.0,158.0,24.0,140.0,2.0,700.0,95.0,970.0,20.0,0.5,1.0859106529209623,0.6529209621993127,0.8300977373142321,0.6013745704467354,0.16494845360824742,$2.99
"Ultimate Chocolate Shake, Medium",587.0,24.0,126.0,18.0,111.0,2.0,540.0,75.0,760.0,15.0,0.5,1.1052631578947367,0.6578947368421053,0.8202323991797676,0.5921052631578948,0.15789473684210528,$2.99
"Ultimate Chocolate Shake, Small",413.0,18.0,89.0,13.0,78.0,1.0,380.0,55.0,550.0,12.0,0.0,1.0787878787878789,0.6666666666666667,0.8500590318772138,0.5757575757575758,0.1575757575757576,$1.99
"Ultimate Chocolate Shake, Snack",255.0,9.0,57.0,8.0,49.0,1.0,240.0,25.0,320.0,6.0,0.0,1.1875,0.5208333333333334,0.7305194805194806,0.625,0.16666666666666669,0
"Vanilla Handcrafted Shake, Large",700.0,30.0,124.0,23.0,115.0,1.0,630.0,95.0,820.0,19.0,0.5,1.008130081300813,0.7723577235772359,0.9502692429521696,0.6402439024390244,0.1869918699186992,0
"Vanilla Handcrafted Shake, Medium",534.0,23.0,95.0,18.0,88.0,1.0,480.0,75.0,630.0,15.0,0.5,1.0052910052910051,0.7936507936507936,0.948258091115234,0.6349206349206349,0.19047619047619047,0
"Vanilla Handcrafted Shake, Small",376.0,17.0,67.0,12.0,62.0,0.0,340.0,55.0,450.0,11.0,0.0,0.9925925925925926,0.8148148148148148,0.9812409812409812,0.6296296296296297,0.17777777777777778,0
"Vanilla Handcrafted Shake, Snack",227.0,8.0,40.0,8.0,37.0,0.0,210.0,25.0,250.0,5.0,0.0,1.0666666666666669,0.6666666666666667,0.8311688311688312,0.7,0.21333333333333332,0
Kids Curly Fries,77.0,13.0,29.0,3.0,0.0,3.0,560.0,0.0,250.0,2.0,0.0,0.7733333333333334,0.0,1.3506493506493509,1.866666666666667,0.08,0
Kids Ham 'n Cheese Slider,91.0,9.0,22.0,13.0,3.0,1.0,750.0,30.0,230.0,3.5,0.0,0.6376811594202899,0.8695652173913043,1.0163749294184077,2.717391304347826,0.37681159420289856,0
Kids Prime-Cut Chicken Tenders (2),87.0,11.0,19.0,16.0,0.0,1.0,640.0,30.0,240.0,1.5,0.0,0.5277777777777778,0.8333333333333334,1.1904761904761905,2.2222222222222223,0.4444444444444445,0
Kids Roast Beef 'n Cheese Slider,91.0,11.0,21.0,14.0,1.0,1.0,670.0,30.0,240.0,4.5,0.0,0.5833333333333334,0.8333333333333334,1.1904761904761905,2.3263888888888893,0.3888888888888889,$6.69
Bacon & Cheese Croissant,83.0,19.0,27.0,13.0,3.0,1.0,670.0,50.0,330.0,10.0,0.0,0.5454545454545455,1.0101010101010102,1.4954742227469502,1.6919191919191918,0.2626262626262626,$2.09
Bacon & Egg with Biscuit Platter,244.0,32.0,49.0,23.0,4.0,3.0,1620.0,260.0,590.0,13.0,0.0,0.5536723163841808,2.9378531073446332,1.408760730794629,2.2881355932203387,0.2598870056497176,0
"Bacon, Egg & Cheese Biscuit",173.0,29.0,38.0,18.0,5.0,1.0,1720.0,155.0,480.0,15.0,0.0,0.5277777777777778,2.152777777777778,1.5692640692640694,2.986111111111111,0.25,0
"Bacon, Egg & Cheese Croissant",139.0,27.0,29.0,18.0,5.0,1.0,1010.0,185.0,440.0,13.0,0.5,0.4393939393939394,2.803030303030303,1.5938606847697756,1.912878787878788,0.2727272727272728,0
"Bacon, Egg & Cheese Sourdough",170.0,23.0,46.0,23.0,6.0,2.0,1260.0,155.0,490.0,8.0,0.0,0.6258503401360545,2.108843537414966,1.2191889742910151,2.1428571428571432,0.3129251700680272,0
"Bacon, Egg & Cheese Wrap",178.0,27.0,42.0,20.0,5.0,4.0,1370.0,160.0,500.0,10.0,0.0,0.56,2.1333333333333333,1.4025974025974026,2.2833333333333337,0.26666666666666666,0
Bacon Biscuit,104.0,17.0,36.0,10.0,3.0,1.0,1180.0,15.0,340.0,10.0,0.0,0.7058823529411765,0.29411764705882354,1.2987012987012987,2.8921568627450984,0.19607843137254904,0
Chicken Biscuit,134.0,18.0,44.0,13.0,2.0,2.0,1250.0,15.0,390.0,9.0,0.0,0.7521367521367521,0.25641025641025644,1.1988011988011988,2.6709401709401708,0.22222222222222224,$1.29
French Toast Sticks,128.0,10.0,57.0,7.0,13.0,5.0,250.0,0.0,350.0,1.5,0.0,1.085714285714286,0.0,0.7421150278293135,0.5952380952380952,0.13333333333333333,0
Ham & Egg w/Biscuit Platter,275.0,29.0,50.0,23.0,5.0,2.0,1830.0,265.0,570.0,12.0,0.0,0.5847953216374269,3.0994152046783627,1.3214855320118477,2.675438596491228,0.2690058479532164,0
Ham & Swiss Croissant,119.0,17.0,29.0,16.0,4.0,1.0,910.0,70.0,340.0,10.0,0.0,0.5686274509803922,1.3725490196078431,1.2987012987012987,2.230392156862745,0.3137254901960784,0
"Ham, Egg & Cheese Biscuit",203.0,25.0,39.0,21.0,5.0,1.0,1830.0,165.0,470.0,12.0,0.0,0.5531914893617021,2.3404255319148937,1.3815971262779774,3.2446808510638303,0.297872340425532,0
"Ham, Egg & Cheese Croissant",169.0,23.0,30.0,21.0,5.0,1.0,1120.0,195.0,420.0,11.0,0.5,0.4761904761904762,3.095238095238096,1.4223871366728509,2.2222222222222223,0.33333333333333337,0
"Ham, Egg & Cheese Sourdough",200.0,19.0,47.0,26.0,6.0,2.0,1370.0,165.0,470.0,6.0,0.0,0.6666666666666667,2.3404255319148937,1.0500138159712629,2.4290780141843973,0.3687943262411347,0
"Ham, Egg & Cheese Wrap",184.0,22.0,42.0,17.0,5.0,4.0,1280.0,160.0,440.0,8.0,0.0,0.6363636363636365,2.4242424242424243,1.2987012987012987,2.4242424242424243,0.2575757575757576,0
Ham Biscuit,140.0,16.0,37.0,13.0,4.0,1.0,1420.0,30.0,340.0,9.0,0.0,0.7254901960784315,0.5882352941176471,1.2223071046600458,3.4803921568627456,0.25490196078431376,0
Sausage & Cheese Croissant,123.0,35.0,28.0,15.0,3.0,1.0,940.0,80.0,490.0,16.0,0.0,0.3809523809523809,1.0884353741496595,1.855287569573284,1.5986394557823134,0.20408163265306126,0
Sausage & Egg with Biscuit Platter,279.0,46.0,50.0,22.0,4.0,3.0,1860.0,275.0,720.0,18.0,0.0,0.46296296296296297,2.5462962962962963,1.6594516594516593,2.152777777777778,0.2037037037037037,0
"Sausage, Egg & Cheese Biscuit",212.0,45.0,39.0,20.0,5.0,1.0,1990.0,185.0,640.0,20.0,0.0,0.40625,1.9270833333333333,1.8262987012987013,2.591145833333333,0.20833333333333331,0
"Sausage, Egg & Cheese Croissant",178.0,44.0,30.0,20.0,5.0,1.0,1280.0,215.0,590.0,19.0,0.5,0.3389830508474577,2.4293785310734464,1.937046004842615,1.8079096045197742,0.2259887005649717,0
"Sausage, Egg & Cheese Sourdough",210.0,39.0,47.0,25.0,6.0,2.0,1530.0,185.0,640.0,13.0,0.0,0.4895833333333334,1.9270833333333333,1.5827922077922076,1.9921875,0.2604166666666667,0
"Sausage, Egg & Cheese Wrap",213.0,41.0,42.0,20.0,5.0,4.0,1550.0,185.0,630.0,15.0,0.0,0.4444444444444445,1.957671957671958,1.6903731189445477,2.0502645502645507,0.21164021164021166,0
Sausage Biscuit,144.0,33.0,36.0,12.0,3.0,1.0,1450.0,40.0,500.0,15.0,0.0,0.48,0.5333333333333333,1.7142857142857144,2.4166666666666665,0.16,0
Sausage Gravy Biscuit,261.0,28.0,48.0,9.0,3.0,1.0,1770.0,20.0,480.0,13.0,0.0,0.6666666666666667,0.2777777777777778,1.5151515151515151,3.072916666666667,0.125,0
"Sausage Gravy Biscuit, Double",522.0,56.0,96.0,18.0,5.0,3.0,3540.0,35.0,970.0,27.0,0.0,0.6597938144329897,0.2405498281786941,1.499531396438613,3.0412371134020617,0.12371134020618554,0
Arby's Melt,146.0,12.0,39.0,18.0,5.0,2.0,940.0,35.0,330.0,4.0,0.5,0.7878787878787878,0.7070707070707071,0.9445100354191264,2.373737373737374,0.3636363636363637,$1.59
Arby-Q,182.0,11.0,58.0,18.0,23.0,3.0,1250.0,30.0,400.0,3.5,0.5,0.9666666666666668,0.5,0.7142857142857143,2.604166666666667,0.3,0
Ham & Swiss Melt,131.0,8.0,37.0,18.0,6.0,2.0,1060.0,35.0,300.0,3.5,0.0,0.8222222222222223,0.7777777777777778,0.6926406926406927,2.9444444444444446,0.4,$1.59
"Homestyle Fries, Kids",85.0,11.0,33.0,3.0,0.0,3.0,550.0,0.0,240.0,1.5,0.0,0.9166666666666669,0.0,1.1904761904761905,1.9097222222222219,0.08333333333333334,0
"Homestyle Fries, Large",213.0,26.0,84.0,7.0,0.0,7.0,1380.0,0.0,600.0,3.5,0.0,0.9333333333333336,0.0,1.1255411255411256,1.9166666666666663,0.07777777777777778,$1.99
"Homestyle Fries, Medium",170.0,21.0,67.0,5.0,0.0,6.0,1100.0,0.0,480.0,3.0,0.0,0.9305555555555556,0.0,1.1363636363636362,1.9097222222222219,0.06944444444444445,$1.79
"Homestyle Fries, Small",126.0,16.0,49.0,4.0,0.0,4.0,810.0,0.0,350.0,2.0,0.0,0.9333333333333336,0.0,1.1873840445269015,1.9285714285714288,0.0761904761904762,$1.59
Super Roast Beef,210.0,19.0,43.0,23.0,11.0,3.0,1080.0,50.0,440.0,6.0,1.0,0.6515151515151516,0.7575757575757576,1.1216056670602126,2.0454545454545454,0.34848484848484845,$1.59
