Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
Whataburger Jr. Whatameal with Lower Calorie Sides,1173g,11g,47g,15g,11g,3g,780mg,25mg,350,4g,0g
Whataburger Jr. with Bacon & Cheese,190g,18g,37g,21g,6g,2g,1140mg,40mg,400,7g,0g
Whataburger Whatameal,1351g,46g,226g,34g,124g,8g,1530mg,45mg,1420,10g,1g
Whataburger Whatameal with Lower Calorie Sides,1321g,25g,72g,29g,17g,5g,1260mg,45mg,630,8g,1g
Chicken Fajita Taco,201g,11g,31g,29g,1g,3g,1200mg,80mg,340,4g,0g
Chicken Fajita Taco Whatameal,1236g,32g,195g,34g,114g,7g,1510mg,80mg,1170,6g,0g
Chicken Fajita Taco Whatameal with Lower Calorie Sides,1207g,11g,41g,29g,6g,4g,1230mg,80mg,380,4g,0g
Grilled Chicken Melt,223g,11g,39g,33g,6g,3g,1330mg,95mg,390,4g,0g
Grilled Chicken Melt Whatameal,1258g,32g,203g,38g,119g,7g,1640mg,95mg,1220,6g,0g
Grilled Chicken Melt Whatameal with Lower Calorie Sides,1228g,11g,49g,33g,11g,4g,1360mg,95mg,430,4g,0g
Grilled Chicken Sandwich,242g,13g,45g,32g,8g,5g,950mg,85mg,430,3g,0g
Grilled Chicken Sandwich Whatameal,1276g,34g,210g,37g,120g,9g,1250mg,90mg,1260,5g,0g
Grilled Chicken Sandwich Whatameal with Lower Calorie Sides,1247g,13g,56g,32g,13g,6g,980mg,90mg,470,3g,0g
"Whatachick'n Bites, 4 Piece",181g,15g,24g,20g,1g,1g,930mg,50mg,320,4g,0g
"Whatachick'n Bites, 6 Piece",229g,22g,33g,30g,2g,2g,1190mg,75mg,450,4g,0g
"Whatachick'n Bites, 6 Piece Whatameal",1304g,45g,218g,38g,116g,6g,1710mg,75mg,1390,7g,0g
"Whatachick'n Bites, 6 Piece Whatameal with Lower Calorie Sides",1275g,23g,64g,33g,9g,3g,1440mg,75mg,600,5g,0g
"Whatachick'n Bites, 9 Piece",301g,31g,45g,45g,2g,3g,1580mg,110mg,640,5g,0g
"Whatachick'n Bites, 9 Piece Whatameal",1376g,54g,230g,53g,116g,8g,2100mg,115mg,1580,8g,0g
"Whatachick'n Bites, 9 Piece Whatameal with Lower Calorie Sides",1347g,33g,76g,48g,9g,4g,1830mg,115mg,790,6g,0g
Whatachick'n Sandwich,242g,20g,55g,33g,9g,4g,760mg,80mg,530,9g,0g
Whatachick'n Sandwich Whatameal,1276g,41g,219g,38g,121g,8g,1070mg,80mg,1360,11g,0g
Whatachick'n Sandwich Whatameal with Lower Calorie Sides,1247g,20g,66g,33g,14g,5g,790mg,80mg,570,9g,0g
"Whatachick'n Strips, 2 Piece",183g,20g,31g,17g,1g,1g,1050mg,45mg,370,4g,0g
"Whatachick'n Strips, 3 Piece",232g,28g,42g,26g,2g,2g,1370mg,65mg,530,5g,0g
"Whatachick'n Strips, 3 Piece Whatameal",1307g,51g,227g,33g,116g,6g,1890mg,70mg,1470,7g,0g
"Whatachick'n Strips, 3 Piece Whatameal with Lower Calorie Sides",1277g,30g,74g,29g,9g,3g,1620mg,70mg,680,5g,0g
Chop House Cheddar Burger,373g,69g,61g,60g,12g,3g,1660mg,150mg,1110,26g,2g
Chop House Cheddar Burger Jr.,192g,36g,37g,32g,7g,1g,1030mg,80mg,600,13g,1g
Chop House Cheddar Burger Jr. Whatameal,1227g,58g,201g,36g,119g,6g,1330mg,80mg,1430,15g,1g
Chop House Cheddar Burger Jr. Whatameal with Lower Calorie Sides,1197g,36g,47g,32g,12g,3g,1060mg,80mg,640,13g,1g
Chop House Cheddar Burger Whatameal,1407g,91g,225g,65g,124g,7g,1970mg,150mg,1940,28g,2g
Chop House Cheddar Burger Whatameal with Lower Calorie Sides,1378g,69g,71g,61g,17g,4g,1690mg,155mg,1150,26g,2g
Green Chile Double,379g,57g,61g,54g,12g,3g,1950mg,125mg,980,21g,2g
Green Chile Double Jr.,201g,30g,37g,28g,7g,1g,1310mg,65mg,540,12g,1g
Green Chile Double Jr. Whatameal,1236g,51g,201g,33g,119g,6g,1610mg,70mg,1370,14g,1g
Green Chile Double Jr. Whatameal with Lower Calorie Sides,1355g,57g,69g,54g,15g,4g,1790mg,125mg,1010,21g,2g
Green Chile Double Whatameal,1414g,78g,225g,59g,124g,7g,2250mg,125mg,1810,24g,2g
Green Chile Double Whatameal with Lower Calorie Sides,1384g,57g,72g,55g,17g,4g,1980mg,125mg,1020,21g,2g
Honey BBQ Chicken Strip Sandwich,301g,39g,90g,38g,17g,2g,2420mg,95mg,870,9g,0g
Honey BBQ Chicken Strip Sandwich Jr.,197g,24g,65g,25g,13g,2g,1530mg,60mg,580,5g,0g
Honey BBQ Chicken Strip Sandwich Jr. Whatameal,1232g,45g,229g,30g,125g,7g,1840mg,60mg,1410,8g,0g
Honey BBQ Chicken Strip Sandwich Jr. Whatameal with Lower Calorie Sides,847g,24g,74g,26g,17g,4g,1550mg,60mg,610,5g,0g
Honey BBQ Chicken Strip Sandwich Whatameal,1336g,60g,254g,43g,129g,7g,2730mg,100mg,1700,12g,0g
Honey BBQ Chicken Strip Sandwich Whatameal with Lower Calorie Sides,1306g,39g,100g,38g,21g,4g,2450mg,100mg,910,9g,0g
Monterey Melt,399g,68g,62g,54g,12g,4g,2180mg,130mg,1090,23g,2g
Monterey Melt Jr.,214g,37g,37g,28g,7g,2g,1390mg,75mg,600,13g,1g
Monterey Melt Jr. Whatameal,1249g,59g,201g,33g,119g,6g,1690mg,75mg,1430,16g,1g
Monterey Melt Jr. Whatameal with Lower Calorie Sides,1220g,37g,47g,29g,11g,3g,1420mg,75mg,640,13g,1g
Monterey Melt Whatameal,1434g,90g,226g,59g,124g,8g,2480mg,130mg,1920,26g,2g
Monterey Melt Whatameal with Lower Calorie Sides,1404g,68g,72g,55g,17g,5g,2210mg,135mg,1130,23g,2g
Whataburger Patty Melt,331g,61g,45g,49g,6g,1g,1760mg,125mg,940,21g,2g
"Whataburger Patty Melt, Single",228g,37g,45g,28g,6g,1g,1200mg,65mg,640,11g,1g
"Whataburger Patty Melt, Single Whatameal",1262g,58g,209g,33g,118g,5g,1510mg,70mg,1470,14g,1g
"Whataburger Patty Melt, Single Whatameal with Lower Calorie Sides",1233g,37g,56g,28g,11g,2g,1230mg,70mg,680,11g,1g
Whataburger Patty Melt Whatameal,1366g,82g,209g,54g,118g,5g,2070mg,125mg,1770,23g,2g
Whataburger Patty Melt Whatameal with Lower Calorie Sides,1336g,61g,56g,49g,11g,2g,1790mg,130mg,980,21g,2g
Whatacatch Sandwich,193g,23g,58g,19g,6g,1g,970mg,50mg,510,4g,0g
Biscuit,85g,16g,32g,5g,2g,1g,600mg,0mg,290,8g,0g
Biscuit and Gravy,255g,29g,46g,7g,4g,1g,1530mg,15mg,470,13g,0g
Biscuit and Gravy Whatameal,788g,40g,67g,10g,4g,3g,2030mg,15mg,670,15g,0g
Biscuit and Jelly,99g,16g,41g,5g,9g,1g,600mg,0mg,330,8g,0g
Biscuit Sandwich with Bacon,164g,29g,32g,18g,2g,1g,1170mg,230mg,470,14g,0g
Biscuit Sandwich with Bacon Whatameal,697g,40g,53g,20g,2g,3g,1670mg,230mg,660,15g,0g
Biscuit Sandwich with Sausage,211g,45g,32g,25g,2g,1g,1360mg,250mg,630,20g,0g
Biscuit Sandwich with Sausage Whatameal,745g,56g,53g,28g,2g,3g,1860mg,250mg,830,21g,0g
Biscuit with Bacon,94g,19g,32g,8g,2g,1g,770mg,10mg,340,9g,0g
Biscuit with Sausage,142g,35g,32g,16g,2g,1g,960mg,30mg,500,15g,0g
Breakfast on a Bun with Bacon,139g,15g,34g,18g,5g,1g,910mg,230mg,350,6g,0g
Breakfast on a Bun with Bacon Whatameal,672g,26g,55g,21g,5g,3g,1410mg,230mg,540,7g,0g
Breakfast on a Bun with Sausage,186g,31g,34g,26g,5g,1g,1100mg,250mg,520,12g,0g
Breakfast on a Bun with Sausage Whatameal,720g,42g,55g,28g,5g,3g,1600mg,250mg,710,13g,0g
Breakfast Platter with Bacon,265g,36g,36g,28g,3g,1g,1080mg,655mg,580,15g,0g
Breakfast Platter with Bacon Whatameal,799g,47g,56g,30g,3g,3g,1590mg,655mg,770,16g,0g
Breakfast Platter with Sausage,313g,52g,36g,35g,3g,1g,1270mg,675mg,740,21g,0g
Breakfast Platter with Sausage Whatameal,846g,63g,56g,38g,3g,3g,1780mg,675mg,940,22g,0g
Cinnamon Roll,142g,10g,79g,8g,35g,3g,450mg,30mg,430,4g,0g
Egg and Cheese Biscuit,154g,26g,32g,14g,2g,1g,1000mg,220mg,420,13g,0g
Egg Sandwich,129g,12g,34g,15g,5g,1g,740mg,220mg,310,5g,0g
Honey Butter Chicken Biscuit,155g,33g,51g,13g,9g,2g,990mg,30mg,560,11g,0g
Honey Butter Chicken Biscuit Whatameal,688g,45g,71g,16g,9g,3g,1490mg,30mg,750,12g,0g
Jalapeno Cheddar Biscuit,85g,20g,31g,8g,0g,2g,700mg,10mg,330,12g,0g
Jalapeno Cheddar Biscuit and Gravy,255g,32g,45g,11g,2g,2g,1630mg,25mg,520,17g,0g
Jalapeno Cheddar Biscuit and Gravy Whatameal,789g,43g,66g,13g,2g,4g,2140mg,25mg,710,18g,0g
Jalapeno Cheddar Biscuit Sandwich,155g,29g,31g,18g,0g,2g,1100mg,230mg,470,16g,0g
Jalapeno Cheddar Biscuit Sandwich Whatameal,688g,40g,52g,20g,0g,4g,1600mg,230mg,660,18g,0g
Jalapeno Cheddar Biscuit Sandwich with Bacon,164g,33g,31g,22g,0g,2g,1170mg,240mg,510,18g,0g
Jalapeno Cheddar Biscuit Sandwich with Bacon Whatameal,698g,44g,52g,24g,0g,4g,1770mg,240mg,700,19g,0g
Jalapeno Cheddar Biscuit Sandwich with Sausage,212g,48g,31g,29g,0g,2g,1460mg,260mg,680,23g,0g
Jalapeno Cheddar Biscuit Sandwich with Sausage Whatameal,745g,59g,52g,31g,0g,4g,1970mg,260mg,870,25g,0g
Jalapeno Cheddar Biscuit with Bacon,95g,23g,31g,12g,0g,2g,870mg,20mg,380,13g,0g
Jalapeno Cheddar Biscuit with Sausage,142g,39g,31g,19g,0g,2g,1070mg,40mg,540,19g,0g
Pancake Platter with Bacon,273g,20g,108g,13g,36g,3g,1520mg,15mg,670,6g,0g
Pancake Platter with Bacon Whatameal,807g,31g,129g,15g,36g,5g,2030mg,15mg,870,8g,0g
Pancake Platter with Sausage,321g,36g,108g,20g,36g,3g,1720mg,30mg,840,12g,0g
Pancake Platter with Sausage Whatameal,854g,47g,129g,22g,36g,5g,2220mg,30mg,1030,14g,0g
Pancakes,264g,17g,108g,9g,36g,3g,1350mg,0mg,630,5g,0g
"Taquito, No Cheese",143g,16g,28g,14g,1g,1g,630mg,325mg,310,5g,0g
"Taquito with Bacon, Egg & Cheese",165g,22g,28g,20g,1g,1g,1020mg,345mg,400,9g,0g
"Taquito with Bacon, Egg & Cheese Whatameal",699g,34g,49g,22g,1g,3g,1620mg,345mg,590,10g,0g
"Taquito with Bacon, No Cheese",152g,19g,28g,18g,1g,1g,800mg,335mg,350,6g,0g
Taquito with Cheese,156g,19g,28g,16g,1g,1g,1000mg,335mg,350,8g,0g
Taquito with Cheese Whatameal,689g,30g,49g,19g,1g,3g,1500mg,335mg,540,9g,0g
"Taquito with Potato, Egg & Cheese",186g,25g,38g,17g,1g,2g,1240mg,335mg,440,9g,0g
"Taquito with Potato, Egg & Cheese Whatameal",721g,37g,59g,19g,1g,4g,1750mg,335mg,650,10g,0g
"Taquito with Potato, No Cheese",173g,21g,38g,15g,1g,2g,880mg,325mg,400,6g,0g
"Taquito with Sausage, Egg & Cheese",177g,26g,28g,19g,1g,1g,1050mg,345mg,430,10g,0g
"Taquito with Sausage, Egg & Cheese Whatameal",711g,37g,49g,21g,1g,3g,1650mg,345mg,620,12g,0g
"Taquito with Sausage, No Cheese",165g,23g,28g,16g,1g,1g,840mg,335mg,380,8g,0g
Grilled Cheese Kid's Meal,704g,42g,153g,19g,71g,3g,1510mg,40mg,1070,12g,0g
Grilled Cheese Kid's Meal with Lower Calorie Sides,459g,31g,82g,24g,32g,1g,1440mg,55mg,730,11g,0g
Justaburger Kid's Meal,681g,26g,145g,17g,72g,4g,950mg,20mg,860,5g,0g
Justaburger Kid's Meal with Lower Calorie Sides,435g,14g,75g,22g,33g,3g,890mg,35mg,520,5g,0g
Kids Grilled Cheese,140g,28g,42g,16g,4g,0g,1300mg,40mg,510,10g,0g
Kids Justaburger,117g,11g,35g,14g,5g,1g,750mg,20mg,300,3g,0g
Whatachick'n Bites 4 Piece Kid's Meal,745g,30g,135g,23g,69g,4g,1130mg,50mg,880,5g,0g
Whatachick'n Bites 4 Piece Kid's Meal with Lower Calorie Sides,500g,18g,65g,28g,29g,3g,1070mg,65mg,540,5g,0g
Whatachick'n Strips 2 Piece Kid's Meal,747g,34g,142g,20g,69g,4g,1250mg,45mg,940,5g,0g
Whatachick'n Strips 2 Piece Kid's Meal with Lower Calorie Sides,501g,22g,71g,25g,29g,3g,1190mg,55mg,590,5g,0g
Apple & Cranberry Grilled Chicken Salad,342g,12g,38g,33g,24g,12g,780mg,110mg,380,7g,0g
Apple & Cranberry Salad,227g,10g,36g,9g,24g,10g,230mg,35mg,250,6g,0g
Apple & Cranberry Whatachick'n Salad,342g,20g,47g,34g,24g,10g,710mg,105mg,500,13g,0g
"French Fries, Large",170g,28g,70g,7g,1g,6g,350mg,0mg,560,4g,0g
"French Fries, Medium",128g,21g,52g,5g,1g,4g,260mg,0mg,420,3g,0g
"French Fries, Small",85g,14g,35g,3g,0g,3g,170mg,0mg,280,2g,0g
Garden Salad,224g,9g,9g,9g,3g,9g,250mg,30mg,160,6g,0g
Garden Salad with Grilled Chicken,339g,12g,12g,33g,3g,10g,810mg,110mg,290,7g,0g
Garden Salad with Whatachick'n,339g,20g,21g,34g,3g,9g,730mg,105mg,400,13g,0g
Large French Fry,170g,28g,70g,7g,1g,6g,350mg,0mg,560,4g,0g
Large Onion Rings,182g,33g,65g,9g,4g,8g,860mg,0mg,600,5g,0g
Medium French Fry,128g,21g,52g,5g,1g,4g,260mg,0mg,420,3g,0g
Medium Onion Rings,121g,22g,43g,6g,3g,5g,570mg,0mg,400,3g,0g
"Onion Rings, Large",136g,25g,49g,7g,3g,6g,650mg,0mg,450,4g,0g
"Onion Rings, Medium",91g,17g,32g,4g,2g,4g,430mg,0mg,300,3g,0g
Small French Fry,85g,14g,35g,3g,0g,3g,170mg,0mg,280,2g,0g
Hot Apple Pie,86g,14g,34g,3g,7g,2g,260mg,0mg,270,5g,0g
Hot Lemon Pie,91g,16g,41g,4g,12g,3g,230mg,0mg,320,5g,0g
Large White Bun,108g,5g,56g,9g,9g,2g,520mg,0mg,300,1g,0g
Texas Toast (2 Slices),80g,2g,42g,6g,4g,0g,440mg,0mg,220,0g,0g
Whole Grain Bun,91g,4g,44g,10g,10g,7g,290mg,0mg,220,1g,0g
